cb_code,board,school_name,district,state,affiliation_id,level,year_founded,address,pincode,email,management
CB-ICS-KA-00197,CISCE,Patel Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Subbaihna Palya Bangalore.,,,
CB-ICS-KA-00198,CISCE,St. Peter's School,​Bengaluru,Karnataka,,ICSE/ISC,,Survey #56 & 58 Kaikondrahalli.,,,
CB-ICS-KA-00199,CISCE,St. Thomas Public School,​Bengaluru,Karnataka,,ICSE/ISC,,32 Church Road New Thippasandr.,,,
CB-ICS-KA-00200,CISCE,Sri Vani Public School,​Bengaluru,Karnataka,,ICSE/ISC,,1246 II Stage Rajaji Nagar Ban.,,,
CB-ICS-KA-00201,CISCE,Rashtreeya Vidyalaya Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Rashtreeya Vidyalaya Road Near.,,,
CB-ICS-KA-00202,CISCE,Seshadripuram Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Mother Dairy Road Yelahanka Ne.,,,
CB-ICS-KA-00203,CISCE,The Regency Public School,​Bengaluru,Karnataka,,ICSE/ISC,,5/1 A. M. S. Extension Vidyara.,,,
CB-ICS-KA-00204,CISCE,Vinayaka Public School,​Bengaluru,Karnataka,,ICSE/ISC,,1st Main Vinayakanagar Bagalur.,,,
CB-ICS-KA-00205,CISCE,Vijayashree Public School,​Bengaluru,Karnataka,,ICSE/ISC,,Opposite Mei Layout Mallasandr.,,,
CB-ICS-KA-00206,CISCE,Triveni Public School,​Bengaluru,Karnataka,,ICSE/ISC,,S. #39 Hesaraghatta Main Road .,,,
CB-ICS-KA-00207,CISCE,Sharada Vidyalaya Public School,​Bengaluru,Karnataka,,ICSE/ISC,,#12/2 Nagasandra Post T. G. Ha.,,,
CB-ICS-KA-00208,CISCE,Vidya Soudha Public School,​Bengaluru,Karnataka,,ICSE/ISC,,#9/1 1st Main 1st Stage Peenya.,,,
CB-ICS-KA-00209,CISCE,Sree Rama Vidyalaya,​Bengaluru,Karnataka,,ICSE/ISC,,9th Main 2nd Block Jaya Nagar .,,,
CB-ICS-KA-00210,CISCE,Twinklers School,​Bengaluru,Karnataka,,ICSE/ISC,,605 15th Cross 6th Phase J. P..,,,
CB-ICS-KA-00211,CISCE,School Vivekananda,​Bengaluru,Karnataka,,ICSE/ISC,,Rajivgandhi Nagar Nti Layout S.,,,
CB-ICS-KA-00212,CISCE,Swargarani School,​Bengaluru,Karnataka,,ICSE/ISC,,B. E. M. L. Layout Rajarajeshw.,,,
CB-ICS-KA-00213,CISCE,Shantiniketan Trust School,​Bengaluru,Karnataka,,ICSE/ISC,,#70 Bilekahalli Bangalore.,,,
CB-ICS-KA-00214,CISCE,Silicon Valley School,​Bengaluru,Karnataka,,ICSE/ISC,,' C ' Block Sahakaranagar Bang.,,,
CB-ICS-KA-00215,CISCE,Vishwa Vidyapeeth,​Bengaluru,Karnataka,,ICSE/ISC,,Survey #65 Singanayakanahalli .,,,
CB-ICS-KA-00216,CISCE,St. Francis Icse School,​Chamarajanagar,Karnataka,,ICSE/ISC,,Balarapatna Ramasamundra Chamarajanagar Chamr,,,
CB-ICS-KA-00217,CISCE,Gem International Residential School,​Chikkaballapur,Karnataka,,ICSE/ISC,,"Bevenhalli, Alipur Post, Gauribidanur Taluk, ... 08155 289752/53",,,
CB-ICS-KA-00218,CISCE,Shantha Vidyaniketan,​Chikkaballapur,Karnataka,,ICSE/ISC,,Peresandra Cross Peresandra Village Chickball,,,
CB-ICS-KA-00219,CISCE,St. ANN's School,​Chikkaballapur,Karnataka,,ICSE/ISC,,Gauribidanur Madanahalli B. H. Road Kolar Dis,,,
CB-ICS-KA-00220,CISCE,Vidyanidhi Public School,​Chikkaballapur,Karnataka,,ICSE/ISC,,B. H. Road Gauribidanur Gauribidanur Taluk Ch,,,
CB-ICS-KA-00221,CISCE,St. Mary's International School,​Chikkamagaluru,Karnataka,,ICSE/ISC,,Undedasarahalli Uppalli Village Indavara P.O... +,,,
CB-ICS-KA-00222,CISCE,Amber Valley Residential School,​Chikmagalur,Karnataka,,ICSE/ISC,,P. O. Box #116 K. M. Road Mugthihalli Chickma,,,
CB-ICS-KA-00223,CISCE,Infant Jesus School,​Chikmagalur,Karnataka,,ICSE/ISC,,Kadri-Midri Mugthihalli Post Chickmagalur,,,
CB-ICS-KA-00224,CISCE,Kuvempu Vidyaniketan,​Chikmagalur,Karnataka,,ICSE/ISC,,Kadrimidri Able Hobli Rampura Post Chickmagal,,,
CB-ICS-KA-00225,CISCE,Nazareth School,​Chikmagalur,Karnataka,,ICSE/ISC,,Banakal Post Mudigere Taluk Chickmagalur,,,
CB-ICS-KA-00226,CISCE,Prajna Central School,​Chikmagalur,Karnataka,,ICSE/ISC,,NH-206 Kadur Chickmagalur,,,
CB-ICS-KA-00227,CISCE,Don Bosco School,​Chitradurga,Karnataka,,ICSE/ISC,,P. B. #64 N. H. 4 Road Kelagote,,,
CB-ICS-KA-00228,CISCE,St. Theresa's School,​Dakshina Kannada,Karnataka,,ICSE/ISC,,Bendur Mangalore,,,
CB-ICS-KA-00229,CISCE,Sri Taralabalu School,​Davanagere,Karnataka,,ICSE/ISC,,Anubhavamantapa P. B. #303 Davangere-577 004,,,
CB-ICS-KA-00230,CISCE,Oriental Primary and High School,​Dharwad,Karnataka,,ICSE/ISC,,Mcl Road Gokul Road Hubli,,,
CB-ICS-KA-00231,CISCE,Parivarthan Elite English Medium School,​Dharwad,Karnataka,,ICSE/ISC,,Ganjikatti Road  Taluk : Kalaghatgi District,,,
CB-ICS-KA-00232,CISCE,Parivarthan Gurukul Heritage English Medium School,​Dharwad,Karnataka,,ICSE/ISC,,Akshay Nagar ( Gokul Road ) Hubli,,,
CB-ICS-KA-00233,CISCE,Vinay Chikkatti School,​Gadag,Karnataka,,ICSE/ISC,,Near Adavisomapur Mundargi Road Gadag,,,
CB-ICS-KA-00234,CISCE,Sayyid Akbar Husayni School,​Gulbarga,Karnataka,,ICSE/ISC,,Khaja Bandanawaz Marg Near Dargah Rauza-E-Buz,,,
CB-ICS-KA-00235,CISCE,Anantha International School,​Hassan,Karnataka,,ICSE/ISC,,Ananthasadana Laxmipura Arsikere,,,
CB-ICS-KA-00236,CISCE,Podar International School,​Hassan,Karnataka,,ICSE/ISC,,#32 & 33 Kiadb Industrial Area Kasaba Hubli,,,
CB-ICS-KA-00237,CISCE,Shri Vivekananda Public School,​Hassan,Karnataka,,ICSE/ISC,,Raghavendra Saw Mill Road Gayathri Extension,,,
CB-ICS-KA-00238,CISCE,Rainbow Residential Public School,​Haveri,Karnataka,,ICSE/ISC,,P. B. #63 N. H. - 4 P. B. Road Kamadod Ranebe,,,
CB-ICS-KA-00239,CISCE,Coorg Public School,​Kodagu,Karnataka,,ICSE/ISC,,Post Box #14 Gonikoppal S. Kodagu,,,
CB-ICS-KA-00240,CISCE,General Thimmaiah Public School,​Kodagu,Karnataka,,ICSE/ISC,,Shree Omkareshwara Temple Road Madikeri,,,
CB-ICS-KA-00241,CISCE,Karaumbiah's Academy For Learning and Sports,​Kodagu,Karnataka,,ICSE/ISC,,87/2 Kaikeri Gonikoppal South Coorg,,,
CB-ICS-KA-00242,CISCE,American Friendship Residential School,​Kolar,Karnataka,,ICSE/ISC,,P. O. Gudibanda Renumakalahalli,,,
CB-ICS-KA-00243,CISCE,Christ International School,​Kolar,Karnataka,,ICSE/ISC,,Alambady Malur District,,,
CB-ICS-KA-00244,CISCE,Gnana Jyothi School,​Kolar,Karnataka,,ICSE/ISC,,NH-4 M. I. T. C. Colony V. Guttahalli Mulbaga,,,
CB-ICS-KA-00245,CISCE,Greencity International School,​Kolar,Karnataka,,ICSE/ISC,,Hosur Road Malur Kolar,,,
CB-ICS-KA-00246,CISCE,Jyothi English Medium School,​Kolar,Karnataka,,ICSE/ISC,,Chintamani P. O. Box #34,,,
CB-ICS-KA-00247,CISCE,Prem Seva Vidyalaya,​Kolar,Karnataka,,ICSE/ISC,,Prem Seva Nagar 1 Endrikayapura Narasapura Ma,,,
CB-ICS-KA-00248,CISCE,Sri K. V. English School,​Kolar,Karnataka,,ICSE/ISC,,C. V. V. Campus Chickballapur,,,
CB-ICS-KA-00249,CISCE,Sri R.V. School,​Kolar,Karnataka,,ICSE/ISC,,R. V. Garden P. C. Hally NH-4 Bypass,,,
CB-ICS-KA-00250,CISCE,Sri Venu Central School,​Kolar,Karnataka,,ICSE/ISC,,Unikili Kasaba Hobli Srinivaspur,,,
CB-ICS-KA-00251,CISCE,Suguna International School,​Kolar,Karnataka,,ICSE/ISC,,Near Deepthi Mahal Bangalore-Chennai National,,,
CB-ICS-KA-00252,CISCE,Vidya Jyothi School,​Kolar,Karnataka,,ICSE/ISC,,Basavanatha,,,
CB-ICS-KA-00253,CISCE,R.V.S.R. Central School,​Koppal,Karnataka,,ICSE/ISC,,Survey #57/a Marlanahalli Gangavathi Taluk,,,
CB-ICS-KA-00254,CISCE,S. F. S. Primary School,​Koppal,Karnataka,,ICSE/ISC,,Hospet Road,,,
CB-ICS-KA-00255,CISCE,Sapthagiri Public School,​Koppal,Karnataka,,ICSE/ISC,,Road Vaddarahatti Gangavathi,,,
CB-ICS-KA-00256,CISCE,Athreya Public School,​Mandya,Karnataka,,ICSE/ISC,,8th Cross V. V. Nagar,,,
CB-ICS-KA-00257,CISCE,BGS Model Public School,​Mandya,Karnataka,,ICSE/ISC,,"Sasyakashi, Nagamangala, Mandya, Karnataka - ... +",,,
CB-ICS-KA-00258,CISCE,Cauvery Public School,​Mandya,Karnataka,,ICSE/ISC,,P. B. #47 Tubinakere Jakkanally Road Ragimudd,,,
CB-ICS-KA-00259,CISCE,De Paul International Residential School and Junior College,​Mandya,Karnataka,,ICSE/ISC,,Avverahalli Belagola P. O. Srirangapatna,,,
CB-ICS-KA-00260,CISCE,Gnanodaya Public School,​Mandya,Karnataka,,ICSE/ISC,,#413/4 Belawadi Naguvanahalli Post Srirangapa,,,
CB-ICS-KA-00261,CISCE,Jyothi Nivas School,​Mandya,Karnataka,,ICSE/ISC,,Cauvery Extension Srirangapatna,,,
CB-ICS-KA-00262,CISCE,Santhome Public School,​Mandya,Karnataka,,ICSE/ISC,,Kyatamgere Bannur Road Kiragandur ( P. O. ),,,
CB-ICS-KA-00263,CISCE,Acharya Vidya Kula,​Mysore,Karnataka,,ICSE/ISC,,Aloka Road Left Fork Off Mysore Madikeri High,,,
CB-ICS-KA-00264,CISCE,Adhyayan School,​Mysore,Karnataka,,ICSE/ISC,,Ca-02 Adishakthi Road Shakthinagar,,,
CB-ICS-KA-00265,CISCE,Flos Carmeli Convent School,​Mysore,Karnataka,,ICSE/ISC,,#480 Old Kesare Village Na,,,
CB-ICS-KA-00266,CISCE,Jnanasarovara International Residential School,​Mysore,Karnataka,,ICSE/ISC,,"Parshuramanagar, Bhugathanahalli, Vajamangala",,,
CB-ICS-KA-00267,CISCE,Mysore Public School,​Mysore,Karnataka,,ICSE/ISC,,H. D. Kote Road Rayanakere Post,,,
CB-ICS-KA-00268,CISCE,Nalanda Gurukula International,​Mysore,Karnataka,,ICSE/ISC,,Guddenahalli Koppa Post Periyapatna Taluk,,,
CB-ICS-KA-00269,CISCE,Notre Dame School,​Mysore,Karnataka,,ICSE/ISC,,Vijayanagar Iv Stage Hunsur Road Hinkal,,,
CB-ICS-KA-00270,CISCE,Shree Mahaveer Jain Vidyalaya,​Mysore,Karnataka,,ICSE/ISC,,# C. A-01 Siddartha Layout Mysore,,,
CB-ICS-KA-00271,CISCE,Daffodils Concept School,​Raichur,Karnataka,,ICSE/ISC,,Gangavati Road Hosahalli ( E. J. ) Cross Tq.,,,
CB-ICS-KA-00272,CISCE,Akshara Residential School,​Shimoga,Karnataka,,ICSE/ISC,,Kalenahalli Cross P. B. #09 Shikaripura,,,
CB-ICS-KA-00273,CISCE,National Residential School,​Shimoga,Karnataka,,ICSE/ISC,,Thirthahalli Taluk Konandoor,,,
CB-ICS-KA-00274,CISCE,Radhakrishna Public School,​Shimoga,Karnataka,,ICSE/ISC,,#67/2 Varadahalli Road Sagar,,,
CB-ICS-KA-00275,CISCE,Sahyadri School,​Shimoga,Karnataka,,ICSE/ISC,,Yadehalli Bettamakki Seebinakere Post Thirtha,,,
CB-ICS-KA-00276,CISCE,St. Joseph's Aksharadhama,​Shimoga,Karnataka,,ICSE/ISC,,Sagar Road Gadikoppa,,,
CB-ICS-KA-00277,CISCE,Bhoomi Public School,​Tumkur,Karnataka,,ICSE/ISC,,Nh-206 Herur   Tumkur,,,
CB-ICS-KA-00278,CISCE,Bishop Sargant School,​Tumkur,Karnataka,,ICSE/ISC,,C. S. I. V. C. Campus B. H. Road,,,
CB-ICS-KA-00279,CISCE,Kunigal Valley International Residential School,​Tumkur,Karnataka,,ICSE/ISC,,Gottikere B. M. Road Kunigal,,,
CB-ICS-KA-00280,CISCE,The Presidency Public School,​Tumkur,Karnataka,,ICSE/ISC,,42/1 Jyothi Nagar Gurukula Extension Amarapur,,,
CB-ICS-KA-00281,CISCE,Varin International Residential School,​Tumkur,Karnataka,,ICSE/ISC,,Doddahosur Kunigal Road Gulur Post,,,
CB-ICS-KA-00282,CISCE,Green Park Central School,​Udupi,Karnataka,,ICSE/ISC,,Hiriadka,,,
CB-ICS-KA-00283,CISCE,Sharada Residential School,​Udupi,Karnataka,,ICSE/ISC,,Kunjibettu,,,
CB-ICS-KA-00284,CISCE,Trinity Central School,​Udupi,Karnataka,,ICSE/ISC,,Perampalli Shivally Village Manipal,,,
CB-ICS-KA-00285,CISCE,Vidyaniketan Public School,​Udupi,Karnataka,,ICSE/ISC,,Kaup,,,
CB-ICS-KA-00286,CISCE,Vidyodaya Public School,​Udupi,Karnataka,,ICSE/ISC,,Vadiraja Road,,,
CB-ICS-KA-00287,CISCE,New Shams School,​Uttara Kannada,Karnataka,,ICSE/ISC,,Post Box #20 Syed Ali Campus Bhatkal Uttara K,,,
CB-ICS-KA-00288,CISCE,Vidyanjali Public School,​Uttara Kannada,Karnataka,,ICSE/ISC,,Ayodhya Nagar Sagar Road Bhatkal,,,
CB-ICS-KL-00001,CISCE,"Bishop Moore Vidyapith, Kayamkulam",​Alappuzha,Kerala,,ICSE/ISC,,Kayamkulam... +91 (479) 2442222 +91 (479) 2441776,,,
CB-ICS-KL-00002,CISCE,"Bishop Moore Vidyapith, Mavelikara",​Alappuzha,Kerala,,ICSE/ISC,,Kallumala P. O. Mavelikara,,,
CB-ICS-KL-00003,CISCE,Carmel International School,​Alappuzha,Kerala,,ICSE/ISC,,Punnapra,,,
CB-ICS-KL-00004,CISCE,Holy Angels Residential School,​Alappuzha,Kerala,,ICSE/ISC,,Aroor P. O. Cherthala,,,
CB-ICS-KL-00005,CISCE,Infant Jesus English Medium School,​Alappuzha,Kerala,,ICSE/ISC,,Mavelikkara,,,
CB-ICS-KL-00006,CISCE,K. E. Carmel School,​Alappuzha,Kerala,,ICSE/ISC,,Pulincunnoo,,,
CB-ICS-KL-00007,CISCE,Mathews Mar Athanasius Residential School,​Alappuzha,Kerala,,ICSE/ISC,,P. O. Angadical Chengannur,,,
CB-ICS-KL-00008,CISCE,Our Lady of Mercy School,​Alappuzha,Kerala,,ICSE/ISC,,Aroor,,,
CB-ICS-KL-00009,CISCE,St. ANN's Public School,​Alappuzha,Kerala,,ICSE/ISC,,Cherthala Cherthala,,,
CB-ICS-KL-00010,CISCE,St. John's English Medium School,​Alappuzha,Kerala,,ICSE/ISC,,Mattom Mavelikkara,,,
CB-ICS-KL-00011,CISCE,St. John's School,​Alappuzha,Kerala,,ICSE/ISC,,Peringala P. O. Kayamkulam,,,
CB-ICS-KL-00012,CISCE,St. Joseph Public School,​Alappuzha,Kerala,,ICSE/ISC,,Pattanakad P. O. Cherthala,,,
CB-ICS-KL-00013,CISCE,St. Joseph's Convent English Medium School,​Alappuzha,Kerala,,ICSE/ISC,,Parayamkulam L. S. P. O,,,
CB-ICS-KL-00014,CISCE,St. Joseph's English Medium School,​Alappuzha,Kerala,,ICSE/ISC,,Cheriyanad,,,
CB-ICS-KL-00015,CISCE,Anita Public School,​Ernakulam,Kerala,,ICSE/ISC,,Thannipuzha Okkal,,,
CB-ICS-KL-00016,CISCE,Auxilium English Medium School,​Ernakulam,Kerala,,ICSE/ISC,,Binny Road Palluruthy Kochi,,,
CB-ICS-KL-00017,CISCE,Carmel English Medium School,​Ernakulam,Kerala,,ICSE/ISC,,Ochanthuruth P. O. Valappu Kochi,,,
CB-ICS-KL-00018,CISCE,Chavara International Academy,​Ernakulam,Kerala,,ICSE/ISC,,Vazhakulam Muvattupuzha Ernakulam,,,
CB-ICS-KL-00019,CISCE,Don Bosco Central School,​Ernakulam,Kerala,,ICSE/ISC,,Bosco Nagar Angamaly,,,
CB-ICS-KL-00020,CISCE,Don Bosco Senior Secondary School,​Ernakulam,Kerala,,ICSE/ISC,,Vaduthala Kochi,,,
CB-ICS-KL-00021,CISCE,Jeevass Cmi Central School,​Ernakulam,Kerala,,ICSE/ISC,,Railway Station Road Near Railway Station,,,
CB-ICS-KL-00022,CISCE,Jnanodaya Central School,​Ernakulam,Kerala,,ICSE/ISC,,Chengal Kalady,,,
CB-ICS-KL-00023,CISCE,Jyothis Central School,​Ernakulam,Kerala,,ICSE/ISC,,Manjapra P. O,,,
CB-ICS-KL-00024,CISCE,M. E. S. Udyogamandal School,​Ernakulam,Kerala,,ICSE/ISC,,F. A. C. T. Town Ship P. O. Udyogamandal Koch,,,
CB-ICS-KL-00025,CISCE,Mar Athanasius International School,​Ernakulam,Kerala,,ICSE/ISC,,Kothamangalam College P. O. Ernakulam Distric,,,
CB-ICS-KL-00026,CISCE,Mary Ward English Medium School,​Ernakulam,Kerala,,ICSE/ISC,,Puthenvelikara,,,
CB-ICS-KL-00027,CISCE,Matha Nagar Public School,​Ernakulam,Kerala,,ICSE/ISC,,Gandhi Nagar Kochi,,,
CB-ICS-KL-00028,CISCE,Mount Tabor Residential Central School,​Ernakulam,Kerala,,ICSE/ISC,,Kalamassery Kochi,,,
CB-ICS-KL-00029,CISCE,Presidency Central School,​Ernakulam,Kerala,,ICSE/ISC,,Mudavoor P. O. Muvattupuzha,,,
CB-ICS-KL-00030,CISCE,Rani Matha Public School,​Ernakulam,Kerala,,ICSE/ISC,,Flower Junction Jews Street,,,
CB-ICS-KL-00031,CISCE,Santhi Vidyalaya,​Ernakulam,Kerala,,ICSE/ISC,,Edakochi Kochi Ernakulam,,,
CB-ICS-KL-00032,CISCE,Santhome Central School,​Ernakulam,Kerala,,ICSE/ISC,,Mookkannoor P. O,,,
CB-ICS-KL-00033,CISCE,Seventh Day Adventist High School,​Ernakulam,Kerala,,ICSE/ISC,,Chammani Lane Kaloor Kochi,,,
CB-ICS-KL-00034,CISCE,St. Aloysius Convent I. S. C. School,​Ernakulam,Kerala,,ICSE/ISC,,P. O. Palluruthy Kochi,,,
CB-ICS-KL-00035,CISCE,Vimalagiri International School,​Ernakulam,Kerala,,ICSE/ISC,,Vazhappilly Mudavoor P. O. Muv.,,,
CB-ICS-KL-00036,CISCE,Stella Maris Public School,​Ernakulam,Kerala,,ICSE/ISC,,Udayamperoor ( Old ).,,,
CB-ICS-KL-00040,CISCE,Vidya Vikas School,​Ernakulam,Kerala,,ICSE/ISC,,Post Box #39 Vidya Nagar Karuk.,,,
CB-ICS-KL-00041,CISCE,Amalambika Convent English School,​Idukki,Kerala,,ICSE/ISC,,Near Check Post Thekkady,,,
CB-ICS-KL-00042,CISCE,Auxilium School,​Idukki,Kerala,,ICSE/ISC,,Salesian Sisters of Don Bosco Kattappana,,,
CB-ICS-KL-00043,CISCE,S. D. A. English Residential High School,​Idukki,Kerala,,ICSE/ISC,,East Junction Nedumkandam P. O,,,
CB-ICS-KL-00044,CISCE,St. Pius X English School,​Idukki,Kerala,,ICSE/ISC,,P. O. Kuttikanam Peermade,,,
CB-ICS-KL-00045,CISCE,Seventh-day Adventist English School,​Kannur,Kerala,,ICSE/ISC,,Keezhur P. O. Iritty,,,
CB-ICS-KL-00046,CISCE,Sreepuram English Medium High School & Junior College,​Kannur,Kerala,,ICSE/ISC,,Pallikunnu P. O,,,
CB-ICS-KL-00047,CISCE,St. Anne's English Medium School,​Kannur,Kerala,,ICSE/ISC,,Payyavoor P. O. Na,,,
CB-ICS-KL-00048,CISCE,St. Francis English Medium School,​Kannur,Kerala,,ICSE/ISC,,Thottada P. O,,,
CB-ICS-KL-00049,CISCE,Auxilium School,​Kasaragod,Kerala,,ICSE/ISC,,Varakkad Kottamala Post Vellarikundu Kasargod,,,
CB-ICS-KL-00050,CISCE,Green Woods Public School,​Kasaragod,Kerala,,ICSE/ISC,,Green Woods Village A. K. Road P. O. Bekal Ka,,,
CB-ICS-KL-00051,CISCE,St. Anne's English Medium School,​Kasaragod,Kerala,,ICSE/ISC,,Kottody P. O. Rajapuram ( Via ) Kottody Kasar,,,
CB-ICS-KL-00052,CISCE,St. Peter's English Medium High School,​Kasaragod,Kerala,,ICSE/ISC,,Perole Nileshwar P. O. Kasaragod Kasargod-671,,,
CB-ICS-KL-00053,CISCE,Amrita Vidyalayam,​Kollam,Kerala,,ICSE/ISC,,Peroor,,,
CB-ICS-KL-00054,CISCE,Auxilium English Medium School,​Kollam,Kerala,,ICSE/ISC,,Kottiyam,,,
CB-ICS-KL-00055,CISCE,Infant Jesus Anglo - Indian Higher Secondary School,​Kollam,Kerala,,ICSE/ISC,,Thangasseri Kollam,,,
CB-ICS-KL-00056,CISCE,Maria Agnes English Medium Convent School,​Kollam,Kerala,,ICSE/ISC,,Kureepuzha P. O. Perinad,,,
CB-ICS-KL-00057,CISCE,Mary Giri Vidya Mandir,​Kollam,Kerala,,ICSE/ISC,,Punalur P. O,,,
CB-ICS-KL-00058,CISCE,Mount Carmel Convent Anglo - Indian Girls High School,​Kollam,Kerala,,ICSE/ISC,,Thangasseri,,,
CB-ICS-KL-00059,CISCE,Preshithamatha School,​Kollam,Kerala,,ICSE/ISC,,Mangad P. O,,,
CB-ICS-KL-00060,CISCE,St. Charles Borromeo Convent School,​Kollam,Kerala,,ICSE/ISC,,Chittayam Inchavila P. O. Kollam District,,,
CB-ICS-KL-00062,CISCE,St. John's Residential School,​Kollam,Kerala,,ICSE/ISC,,Kundara Karuvelil Ezhukone,,,
CB-ICS-KL-00063,CISCE,St. Joseph International Academy,​Kollam,Kerala,,ICSE/ISC,,Kumbalam Kundara,,,
CB-ICS-KL-00064,CISCE,St. Joseph's Convent School,​Kollam,Kerala,,ICSE/ISC,,Tuet Kollam,,,
CB-ICS-KL-00065,CISCE,St. Joseph's Convent School and Junior College,​Kollam,Kerala,,ICSE/ISC,,Edamon Punalur,,,
CB-ICS-KL-00066,CISCE,St. Mary's Residential School,​Kollam,Kerala,,ICSE/ISC,,Pathanapuram,,,
CB-ICS-KL-00067,CISCE,St. Vincent's Convent School,​Kollam,Kerala,,ICSE/ISC,,Perumpuzha P. O. Puram,,,
CB-ICS-KL-00068,CISCE,Trinity Lyceum,​Kollam,Kerala,,ICSE/ISC,,Fatima Road Fatima Road,,,
CB-ICS-KL-00069,CISCE,Vimala Hridaya School,​Kollam,Kerala,,ICSE/ISC,,Vadakevila P. O. Pazhayatinkuzhi,,,
CB-ICS-KL-00070,CISCE,Alphonsa Residential School,​Kottayam,Kerala,,ICSE/ISC,,Bharananganam P. O. Bharananganam,,,
CB-ICS-KL-00071,CISCE,Bishop Speechly Vidyapeeth,​Kottayam,Kerala,,ICSE/ISC,,Buchanan Campus Pallom,,,
CB-ICS-KL-00072,CISCE,Chavara International School,​Kottayam,Kerala,,ICSE/ISC,,Amanakara P. O. Ramapuram,,,
CB-ICS-KL-00073,CISCE,Darsana Cmi International School,​Kottayam,Kerala,,ICSE/ISC,,Carmel Hills Poomattom Campus,,,
CB-ICS-KL-00074,CISCE,Holy Family International School,​Kottayam,Kerala,,ICSE/ISC,,Elangoi Chamampathal P. O,,,
CB-ICS-KL-00075,CISCE,Holy Mary Public School,​Kottayam,Kerala,,ICSE/ISC,,Kumaranalloor S. H. Mount P. O,,,
CB-ICS-KL-00076,CISCE,Infant Jesus Public School,​Kottayam,Kerala,,ICSE/ISC,,Kanjirapally P. O,,,
CB-ICS-KL-00077,CISCE,Kristu Jyoti Vidya Niketan,​Kottayam,Kerala,,ICSE/ISC,,Chethipuzha Kurisummoodu P. O. Changanacherry,,,
CB-ICS-KL-00078,CISCE,Kuriakose Elias English Medium School,​Kottayam,Kerala,,ICSE/ISC,,Mannanam,,,
CB-ICS-KL-00079,CISCE,Little Flower Vidyaniketan,​Kottayam,Kerala,,ICSE/ISC,,Udayagiri Monipally,,,
CB-ICS-KL-00080,CISCE,Mar Makil Public School,​Kottayam,Kerala,,ICSE/ISC,,Kaipuzha,,,
CB-ICS-KL-00081,CISCE,Nirmala Public School,​Kottayam,Kerala,,ICSE/ISC,,Pizhaku P. O. Kottayam (),,,
CB-ICS-KL-00082,CISCE,Pallikoodam,​Kottayam,Kerala,,ICSE/ISC,,"Kalathipady, Vadavathoor P. O",,,
CB-ICS-KL-00083,CISCE,Sacred Heart School,​Kottayam,Kerala,,ICSE/ISC,,Perunna P. O. Changanacherry,,,
CB-ICS-KL-00084,CISCE,Seventh Day Adventist High School,​Kottayam,Kerala,,ICSE/ISC,,"Kotayam-Kumily Road, Opposite Milma Kottayam",,,
CB-ICS-KL-00085,CISCE,Sophia International Public School,​Kottayam,Kerala,,ICSE/ISC,,Manganam P. O,,,
CB-ICS-KL-00086,CISCE,St. Vincent Cmi Residential School,​Kottayam,Kerala,,ICSE/ISC,,Pala,,,
CB-ICS-KL-00087,CISCE,Auxilium Nava Jyoti School,​Kozhikode,Kerala,,ICSE/ISC,,"Kunnamangalam, Kozhikode - 673571",,,
CB-ICS-KL-00088,CISCE,Loyola School,​Kozhikode,Kerala,,ICSE/ISC,,R. C. Road,,,
CB-ICS-KL-00089,CISCE,St. Francis English Medium School,​Kozhikode,Kerala,,ICSE/ISC,,Shanthi Nagar Kolathara P. O. Kundayithode,,,
CB-ICS-KL-00090,CISCE,St. Mary's English Medium School,​Kozhikode,Kerala,,ICSE/ISC,,Chevarambalam P. O,,,
CB-ICS-KL-00091,CISCE,Good Shepherd Modern English School,​Malappuram,Kerala,,ICSE/ISC,,Palunda Chungathara Nilambur,,,
CB-ICS-KL-00092,CISCE,Icet Public School,​Malappuram,Kerala,,ICSE/ISC,,Husnabad West,,,
CB-ICS-KL-00093,CISCE,Mary Matha English Medium School,​Malappuram,Kerala,,ICSE/ISC,,Pookkottumpadam,,,
CB-ICS-KL-00094,CISCE,Nirmala Matha Convent School,​Palakkad,Kerala,,ICSE/ISC,,Maria Nagar Malampuzha,,,
CB-ICS-KL-00095,CISCE,Seventh Day Adventist English Medium School,​Palakkad,Kerala,,ICSE/ISC,,Pudussery,,,
CB-ICS-KL-00096,CISCE,Seventh Day Adventist English School,​Palakkad,Kerala,,ICSE/ISC,,Kanniampuram Ottapalam,,,
CB-ICS-KL-00097,CISCE,St. Francis School,​Palakkad,Kerala,,ICSE/ISC,,Elavampadam P. O. Vadakkenchery,,,
CB-ICS-KL-00098,CISCE,Bethany Academy,​Pathanamthitta,Kerala,,ICSE/ISC,,P. O. Vennikulam Tiruvalla,,,
CB-ICS-KL-00099,CISCE,Evershine Residential School,​Pathanamthitta,Kerala,,ICSE/ISC,,Makkamkunnu,,,
CB-ICS-KL-00100,CISCE,Good Shepherd E. M. School,​Pathanamthitta,Kerala,,ICSE/ISC,,Kurianoor,,,
CB-ICS-KL-00101,CISCE,Hawksworth Vidyapith,​Pathanamthitta,Kerala,,ICSE/ISC,,Tholassery Tiruvalla,,,
